Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
SP_PIR_KEYWORDS	transport	30	15.87301587	0.001700162	"CPT2, ATP1B3, RAB5B, AQP1, FXYD6, KCNJ11, SLC35A4, KCNQ5, SLC25A20, AP3M1, TTYH2, ATG7, RANBP3, STX6, RAMP3, LAPTM4B, RILP, RANBP17, OSBPL8, ACTN4, PCTP, M6PR, P2RX7, RAB11FIP3, RAB14, SORT1, TRAPPC1, GGA2, SNX10, SLC9A1"	189	1670	19235	1.828248265	0.339786908	0.187465021	2.178033857
GOTERM_CC_FAT	GO:0031988~membrane-bounded vesicle	15	7.936507937	0.001895963	"STX6, RILP, PRF1, RAB5B, ATP1B3, ACTN4, GRB2, YWHAB, PF4, TGFB2, SPAG9, PECAM1, RAB14, SORT1, ITGA2B"	131	568	12782	2.57673906	0.375400877	0.111002904	2.432194066
GOTERM_CC_FAT	GO:0031410~cytoplasmic vesicle	16	8.465608466	0.002199519	"STX6, RILP, PRF1, RAB5B, ATP1B3, ACTN4, YWHAB, PF4, TGFB2, MARCH1, SPAG9, PECAM1, BACE1, RAB14, SORT1, ITGA2B"	131	642	12782	2.431713871	0.420784906	0.103463503	2.816493378
GOTERM_BP_FAT	GO:0006944~membrane fusion	5	2.645502646	0.002406434	"STX6, BAK1, P2RX7, ATG7, VAMP3"	145	53	13528	8.801561483	0.975590522	0.411629061	3.936670487
GOTERM_CC_FAT	GO:0031091~platelet alpha granule	5	2.645502646	0.002493325	"ACTN4, PECAM1, PF4, ITGA2B, TGFB2"	131	56	12782	8.711832061	0.461580213	0.098040919	3.18712005
GOTERM_BP_FAT	GO:0008104~protein localization	20	10.58201058	0.002557211	"STX6, RAMP3, RILP, RANBP17, RAB5B, ACTN4, YWHAB, RDX, HLA-DMA, TGFB2, RAB31, RAB11FIP3, AP3M1, ATG7, RANBP3, RAB14, SORT1, PPP3CA, GGA2, SNX10"	145	882	13528	2.115568066	0.980662498	0.389339194	4.178410465
GOTERM_BP_FAT	GO:0032880~regulation of protein localization	7	3.703703704	0.003567336	"P2RX7, ADORA2A, YWHAB, RHOA, RAB14, LCP1, TGFB2"	145	138	13528	4.732433783	0.995942116	0.45768013	5.783252164
GOTERM_CC_FAT	GO:0016023~cytoplasmic membrane-bounded vesicle	14	7.407407407	0.003936752	"STX6, RILP, PRF1, RAB5B, ATP1B3, ACTN4, YWHAB, PF4, TGFB2, SPAG9, PECAM1, RAB14, SORT1, ITGA2B"	131	550	12782	2.483664122	0.624028265	0.130423319	4.989080039
UP_SEQ_FEATURE	domain:Ras-associating	4	2.116402116	0.004478677	"RAPGEF6, RASSF7, APBB1IP, ARAP2"	189	34	19113	11.89729225	0.945453485	0.945453485	6.479850651
GOTERM_BP_FAT	GO:0060341~regulation of cellular localization	9	4.761904762	0.005052585	"P2RX7, ADORA2A, TNNC1, PFKFB2, RHOA, NOS2, KCNJ11, LCP1, TGFB2"	145	248	13528	3.385761958	0.999592622	0.541858399	8.097122314
SP_PIR_KEYWORDS	golgi apparatus	14	7.407407407	0.005276558	"STX6, CDIPT, GRB2, GIMAP8, M6PR, SLC35A4, MAN2A2, ST6GALNAC3, AP3M1, BACE1, SORT1, LEPREL1, TRAPPC1, GGA2"	189	588	19235	2.423154447	0.724973801	0.349683627	6.617507596
INTERPRO	IPR018249:EF-HAND 2	8	4.232804233	0.005471285	"REPS2, RAB11FIP3, HPCAL1, ACTN4, TNNC1, FSTL5, EHD2, LCP1"	165	215	16659	3.756786469	0.874983616	0.874983616	7.311204387
UP_SEQ_FEATURE	calcium-binding region:2	6	3.174603175	0.00560445	"RAB11FIP3, HPCAL1, ACTN4, TNNC1, FSTL5, LCP1"	189	115	19113	5.276190476	0.973797446	0.83812797	8.045866189
GOTERM_CC_FAT	GO:0005764~lysosome	8	4.232804233	0.005773343	"RAMP3, RILP, AP3M1, CCDC115, RAB14, SORT1, M6PR, HLA-DMA"	131	211	12782	3.699432003	0.762107893	0.164305577	7.237111544
GOTERM_CC_FAT	GO:0000323~lytic vacuole	8	4.232804233	0.005773343	"RAMP3, RILP, AP3M1, CCDC115, RAB14, SORT1, M6PR, HLA-DMA"	131	211	12782	3.699432003	0.762107893	0.164305577	7.237111544
INTERPRO	IPR000159:Ras-association	4	2.116402116	0.00708706	"RAPGEF6, RASSF7, APBB1IP, ARAP2"	165	40	16659	10.09636364	0.932495353	0.740183435	9.373532428
GOTERM_BP_FAT	GO:0051223~regulation of protein transport	6	3.174603175	0.007403902	"P2RX7, ADORA2A, YWHAB, RHOA, LCP1, TGFB2"	145	114	13528	4.910344828	0.99998937	0.646926216	11.65132027
KEGG_PATHWAY	hsa04810:Regulation of actin cytoskeleton	9	4.761904762	0.007441558	"GIT1, ACTN4, ARHGEF6, RHOA, RDX, PIP4K2A, ITGAM, ITGA2B, SLC9A1"	69	215	5085	3.084934277	0.481754285	0.481754285	7.771896001
GOTERM_BP_FAT	GO:0016044~membrane organization	11	5.82010582	0.007584153	"RAMP3, STX6, BAK1, P2RX7, ADORA2A, ATG7, SORT1, VAMP3, M6PR, EHD2, FTL"	145	381	13528	2.693601231	0.999991965	0.623803492	11.91838108
GOTERM_MF_FAT	GO:0046983~protein dimerization activity	13	6.878306878	0.007684048	"ACTN4, TNNC1, ADORA2A, LDB1, ITGAM, TGFB2, TARBP2, BAK1, P2RX7, ATG7, PVRL2, PPP3CA, NOS2"	130	542	12983	2.395387454	0.931736173	0.931736173	10.00436989
INTERPRO	IPR013753:Ras	6	3.174603175	0.007911753	"RAB31, RAB5B, RHOA, RHOBTB2, RAB14, RALA"	165	125	16659	4.846254545	0.950731939	0.633403352	10.40965944
UP_SEQ_FEATURE	calcium-binding region:1	6	3.174603175	0.008183292	"RAB11FIP3, HPCAL1, ACTN4, TNNC1, FSTL5, LCP1"	189	126	19113	4.815570673	0.995129649	0.830493348	11.54144522
SMART	SM00314:RA	4	2.116402116	0.008288111	"RAPGEF6, RASSF7, APBB1IP, ARAP2"	96	40	9079	9.457291667	0.575665302	0.575665302	8.870616197
GOTERM_BP_FAT	GO:0016192~vesicle-mediated transport	14	7.407407407	0.008490816	"STX6, RAMP3, ADORA2A, M6PR, P2RX7, STXBP6, AP3M1, RAB14, SORT1, VAMP3, TRAPPC1, EHD2, GGA2, FTL"	145	576	13528	2.267624521	0.999998035	0.636067013	13.25023199
INTERPRO	IPR011992:EF-Hand type	8	4.232804233	0.008928985	"REPS2, RAB11FIP3, HPCAL1, ACTN4, TNNC1, FSTL5, EHD2, LCP1"	165	236	16659	3.422496148	0.966602831	0.572508568	11.67254923
GOTERM_BP_FAT	GO:0070201~regulation of establishment of protein localization	6	3.174603175	0.009453655	"P2RX7, ADORA2A, YWHAB, RHOA, LCP1, TGFB2"	145	121	13528	4.626275292	0.99999956	0.648493544	14.64386518
GOTERM_CC_FAT	GO:0030141~secretory granule	7	3.703703704	0.010165656	"SPAG9, ACTN4, PECAM1, RAB14, PF4, ITGA2B, TGFB2"	131	180	12782	3.794486853	0.920657736	0.245389695	12.41581053
INTERPRO	IPR001806:Ras GTPase	6	3.174603175	0.01081999	"RAB31, RAB5B, RHOA, RHOBTB2, RAB14, RALA"	165	135	16659	4.487272727	0.983806136	0.561600452	13.97644417
GOTERM_MF_FAT	GO:0042802~identical protein binding	14	7.407407407	0.011113952	"ACTN4, TNNC1, LDB1, GYPA, TGFB2, TARBP2, BAK1, P2RX7, ATG7, PVRL2, NOS2, LCP1, ITGA2B, FTL"	130	640	12983	2.184639423	0.979540509	0.856963322	14.16333551
GOTERM_CC_FAT	GO:0012505~endomembrane system	16	8.465608466	0.013083146	"LAPTM4B, RILP, RANBP17, ADORA2A, PKHD1, GRB2, SCD, SLC35A4, MAN2A2, P2RX7, ST6GALNAC3, PECAM1, RAB14, SORT1, CYP2R1, ITGA2B"	131	782	12782	1.996368677	0.961842463	0.278630072	15.70671705
SP_PIR_KEYWORDS	acetylation	38	20.10582011	0.013858478	"ME1, SPIN1, CPT2, PKHD1, TNNC1, GRB2, MAPKAPK3, RDX, PDE6A, SUMO3, SLC25A20, BAK1, MOV10, BRPF1, RAD21, ATG7, SDPR, MTPN, RANBP3, FTL, PDCD10, ACTN4, ARHGEF6, YWHAB, ARID1A, HN1, COTL1, C8ORF33, C20ORF4, COBRA1, SPAG9, TBC1D24, PFDN1, ETS1, ABT1, RAB14, PIP4K2A, LCP1"	189	2635	19235	1.467686716	0.966797108	0.573131627	16.52316614
UP_SEQ_FEATURE	short sequence motif:Effector region	5	2.645502646	0.014418519	"RAB31, RAB5B, RHOA, RAB14, RALA"	189	95	19113	5.322472849	0.999918198	0.904897798	19.48762149
GOTERM_CC_FAT	GO:0005773~vacuole	8	4.232804233	0.014488626	"RAMP3, RILP, AP3M1, CCDC115, RAB14, SORT1, M6PR, HLA-DMA"	131	252	12782	3.097540288	0.973202952	0.280387308	17.25100991
GOTERM_MF_FAT	GO:0051015~actin filament binding	4	2.116402116	0.015643442	"PKNOX2, ACTN4, TNNC1, LCP1"	130	53	12983	7.537300435	0.995859538	0.839423149	19.38290583
GOTERM_BP_FAT	GO:0007243~protein kinase cascade	10	5.291005291	0.017469116	"SPAG9, P2RX7, TNIK, GRB2, EFNA1, ARHGEF6, PIAS1, NOS2, TLR7, SLC9A1"	145	370	13528	2.521528425	1	0.836431115	25.45565121
GOTERM_CC_FAT	GO:0005886~plasma membrane	51	26.98412698	0.0177264	"CDIPT, GYPE, LZTS1, ATP1B3, RAB5B, EFNA1, GYPA, AQP1, HLA-DMA, KCNJ11, IL17RA, LPHN2, KCNQ5, SDPR, RHOA, RAPGEF6, RALA, RAMP3, STX6, MPP3, SIRPA, M6PR, PFDN1, BACE1, RAB14, CD300LG, SORT1, VAMP3, LCP1, ITGA2B, PRF1, ADORA2A, PKHD1, RDX, APBB1IP, FXYD6, GPR4, ITGAM, PDE6A, CNR1, TTYH2, PVRL2, SUCNR1, EHD2, GIT1, PHACTR1, KCTD7, RAB31, P2RX7, PECAM1, SLC9A1"	131	3777	12782	1.317500258	0.988151782	0.309011077	20.70973131
GOTERM_MF_FAT	GO:0031267~small GTPase binding	5	2.645502646	0.018122286	"RILP, RAB11FIP3, RAPGEF6, RANBP3, GGA2"	130	101	12983	4.944021325	0.998278226	0.796298586	22.11329731
UP_SEQ_FEATURE	lipid moiety-binding region:S-geranylgeranyl cysteine	5	2.645502646	0.018261314	"RAB31, RAB5B, RHOA, RAB14, RALA"	189	102	19113	4.957205104	0.999993494	0.908236651	24.04770793
GOTERM_MF_FAT	GO:0042803~protein homodimerization activity	9	4.761904762	0.018307101	"TARBP2, P2RX7, ACTN4, TNNC1, LDB1, ATG7, PVRL2, NOS2, TGFB2"	130	334	12983	2.691087057	0.998387402	0.723620884	22.31339331
SP_PIR_KEYWORDS	prenylation	6	3.174603175	0.018707806	"PDE6A, RAB31, RAB5B, RHOA, RAB14, RALA"	189	156	19235	3.914326414	0.990027685	0.602113507	21.68229993
GOTERM_BP_FAT	GO:0051181~cofactor transport	3	1.587301587	0.01885831	"SLC25A20, P2RX7, CPT2"	145	20	13528	13.99448276	1	0.84016856	27.19325723
GOTERM_BP_FAT	GO:0070271~protein complex biogenesis	12	6.349206349	0.019080499	"TRIM4, KCNQ5, SPAG9, RANBP17, P2RX7, REPS2, GRB2, PKHD1, YWHAB, VAMP3, HLA-DMA, FANCC"	145	505	13528	2.216947764	1	0.82558274	27.46761395
GOTERM_BP_FAT	GO:0006461~protein complex assembly	12	6.349206349	0.019080499	"TRIM4, KCNQ5, SPAG9, RANBP17, P2RX7, REPS2, GRB2, PKHD1, YWHAB, VAMP3, HLA-DMA, FANCC"	145	505	13528	2.216947764	1	0.82558274	27.46761395
GOTERM_CC_FAT	GO:0005770~late endosome	4	2.116402116	0.019261004	"RILP, RAB14, M6PR, HLA-DMA"	131	56	12782	6.969465649	0.991960037	0.309973615	22.30200498
GOTERM_BP_FAT	GO:0050778~positive regulation of immune response	6	3.174603175	0.019424715	"P2RX7, PVRL2, C2, TLR7, HLA-DMA, TGFB2"	145	145	13528	3.860546968	1	0.813502062	27.8907309
KEGG_PATHWAY	hsa04142:Lysosome	6	3.174603175	0.019500524	"LAPTM4B, AP3M1, SORT1, M6PR, GGA2, CTSW"	69	117	5085	3.779264214	0.823246428	0.579579291	19.2092953
GOTERM_MF_FAT	GO:0005083~small GTPase regulator activity	8	4.232804233	0.019527906	"GIT1, RILP, TBC1D24, RAB11FIP3, TNIK, ARHGEF6, KRIT1, ARAP2"	130	274	12983	2.915889949	0.998954166	0.681401462	23.62321997
INTERPRO	IPR001195:Glycophorin	2	1.058201058	0.019592727	"GYPE, GYPA"	165	2	16659	100.9636364	0.999446557	0.713464275	23.95359692
INTERPRO	"IPR018938:Glycophorin, conserved site"	2	1.058201058	0.019592727	"GYPE, GYPA"	165	2	16659	100.9636364	0.999446557	0.713464275	23.95359692
INTERPRO	IPR018247:EF-HAND 1	7	3.703703704	0.020428467	"REPS2, HPCAL1, ACTN4, TNNC1, FSTL5, EHD2, LCP1"	165	217	16659	3.256891496	0.999599407	0.672906537	24.84579019
GOTERM_BP_FAT	GO:0048284~organelle fusion	3	1.587301587	0.020699716	"STX6, BAK1, P2RX7"	145	21	13528	13.32807882	1	0.816671456	29.43785787
GOTERM_BP_FAT	GO:0001912~positive regulation of leukocyte mediated cytotoxicity	3	1.587301587	0.020699716	"P2RX7, PVRL2, NOS2"	145	21	13528	13.32807882	1	0.816671456	29.43785787
GOTERM_BP_FAT	GO:0051017~actin filament bundle formation	3	1.587301587	0.020699716	"ACTN4, RHOA, LCP1"	145	21	13528	13.32807882	1	0.816671456	29.43785787
SP_PIR_KEYWORDS	protein transport	11	5.82010582	0.021218497	"STX6, RILP, RANBP17, ACTN4, RAB5B, AP3M1, ATG7, RANBP3, RAB14, GGA2, SNX10"	189	485	19235	2.308241968	0.994662673	0.581957311	24.23623397
INTERPRO	IPR013517:FG-GAP	3	1.587301587	0.02128227	"CRTAC1, ITGAM, ITGA2B"	165	23	16659	13.16916996	0.999712144	0.63909162	25.74723172
PIR_SUPERFAMILY	PIRSF002466:Glycophorin	2	1.058201058	0.021517762	"GYPE, GYPA"	81	2	7396	91.30864198	0.886421888	0.886421888	21.45041852
GOTERM_CC_FAT	GO:0030424~axon	6	3.174603175	0.023125802	"P2RX7, ADORA2A, MTPN, BACE1, AQP1, TGFB2"	131	159	12782	3.681981852	0.996980171	0.339308466	26.18221618
GOTERM_MF_FAT	GO:0051020~GTPase binding	5	2.645502646	0.023253602	"RILP, RAB11FIP3, RAPGEF6, RANBP3, GGA2"	130	109	12983	4.581157375	0.999721982	0.68953661	27.49513574
KEGG_PATHWAY	hsa04722:Neurotrophin signaling pathway	6	3.174603175	0.024403838	"GRB2, YWHAB, RHOA, SH2B3, SORT1, SHC3"	69	124	5085	3.565918654	0.886298202	0.515542395	23.47946994
GOTERM_BP_FAT	GO:0015695~organic cation transport	3	1.587301587	0.024596045	"SLC25A20, CPT2, AQP1"	145	23	13528	12.16911544	1	0.853220069	33.97466394
INTERPRO	IPR005225:Small GTP-binding protein	6	3.174603175	0.024786942	"RAB31, RAB5B, RHOA, RHOBTB2, RAB14, RALA"	165	167	16659	3.627436037	0.999926088	0.652489321	29.34337439
GOTERM_CC_FAT	GO:0009986~cell surface	9	4.761904762	0.025716453	"P2RX7, PKHD1, MPP3, PVRL2, BACE1, SORT1, M6PR, ITGAM, ITGA2B"	131	348	12782	2.523427218	0.998436955	0.349972959	28.68221437
GOTERM_BP_FAT	GO:0031343~positive regulation of cell killing	3	1.587301587	0.026647568	"P2RX7, PVRL2, NOS2"	145	24	13528	11.66206897	1	0.862199717	36.25177795
GOTERM_BP_FAT	GO:0016049~cell growth	4	2.116402116	0.027138874	"NDRG4, MTPN, SLC9A1, TGFB2"	145	61	13528	6.11780667	1	0.85444861	36.78604375
GOTERM_CC_FAT	GO:0048471~perinuclear region of cytoplasm	8	4.232804233	0.027723775	"STX6, SPAG9, TARBP2, ACTN4, YWHAB, RAB14, SORT1, NOS2"	131	288	12782	2.710347752	0.999062789	0.353244952	30.56530582
GOTERM_BP_FAT	GO:0051336~regulation of hydrolase activity	9	4.761904762	0.027723854	"GIT1, TBC1D24, BAK1, ADORA2A, TNNC1, RAPGEF6, SORT1, ARAP2, TGFB2"	145	337	13528	2.491599304	1	0.847978411	37.41668491
GOTERM_BP_FAT	GO:0001910~regulation of leukocyte mediated cytotoxicity	3	1.587301587	0.028765778	"P2RX7, PVRL2, NOS2"	145	25	13528	11.19558621	1	0.846505197	38.52531432
GOTERM_BP_FAT	GO:0007041~lysosomal transport	3	1.587301587	0.028765778	"AP3M1, SORT1, M6PR"	145	25	13528	11.19558621	1	0.846505197	38.52531432
UP_SEQ_FEATURE	zinc finger region:C4-type	4	2.116402116	0.029439558	"GIT1, BRPF1, ASH2L, ARAP2"	189	68	19113	5.948646125	0.999999996	0.960332087	35.98004602
GOTERM_CC_FAT	GO:0044431~Golgi apparatus part	8	4.232804233	0.030535722	"MAN2A2, STX6, ST6GALNAC3, BACE1, RAB14, TRAPPC1, GGA2, SLC35A4"	131	294	12782	2.655034533	0.999543028	0.363903664	33.12613316
GOTERM_BP_FAT	GO:0006853~carnitine shuttle	2	1.058201058	0.031597362	"SLC25A20, CPT2"	145	3	13528	62.19770115	1	0.861805867	41.44565832
GOTERM_BP_FAT	GO:0051050~positive regulation of transport	7	3.703703704	0.032039421	"BAK1, P2RX7, ACTN4, ADORA2A, PFKFB2, RHOA, TGFB2"	145	223	13528	2.92859131	1	0.854857363	41.88962982
GOTERM_MF_FAT	GO:0005525~GTP binding	9	4.761904762	0.03212014	"RANBP17, RAB31, RAB5B, GIMAP8, RHOA, RHOBTB2, RAB14, RALA, EHD2"	130	372	12983	2.416191067	0.999988362	0.758324179	35.98994399
GOTERM_BP_FAT	GO:0001775~cell activation	8	4.232804233	0.033871335	"BAK1, P2RX7, ADORA2A, PF4, TLR7, HLA-DMA, ITGAM, LCP1"	145	287	13528	2.600600745	1	0.860078442	43.6959611
UP_SEQ_FEATURE	domain:EF-hand 1	6	3.174603175	0.034162951	"RAB11FIP3, HPCAL1, ACTN4, TNNC1, FSTL5, LCP1"	189	182	19113	3.33385662	1	0.959956797	40.47575403
UP_SEQ_FEATURE	domain:EF-hand 2	6	3.174603175	0.034162951	"RAB11FIP3, HPCAL1, ACTN4, TNNC1, FSTL5, LCP1"	189	182	19113	3.33385662	1	0.959956797	40.47575403
GOTERM_BP_FAT	GO:0051222~positive regulation of protein transport	4	2.116402116	0.03451085	"P2RX7, ADORA2A, RHOA, TGFB2"	145	67	13528	5.569943387	1	0.855268814	44.31401806
SP_PIR_KEYWORDS	blood group antigen	3	1.587301587	0.034554644	"GYPE, GYPA, AQP1"	189	30	19235	10.17724868	0.999812259	0.706470887	36.56096305
GOTERM_BP_FAT	GO:0031341~regulation of cell killing	3	1.587301587	0.035504346	"P2RX7, PVRL2, NOS2"	145	28	13528	9.996059113	1	0.853529863	45.26154341
GOTERM_BP_FAT	GO:0007173~epidermal growth factor receptor signaling pathway	3	1.587301587	0.035504346	"REPS2, GRB2, SHC3"	145	28	13528	9.996059113	1	0.853529863	45.26154341
GOTERM_MF_FAT	GO:0019899~enzyme binding	11	5.82010582	0.035513031	"RILP, SPAG9, RAB11FIP3, PFKFB2, YWHAB, RAPGEF6, RANBP3, SORT1, PIAS1, COTL1, GGA2"	130	523	12983	2.100500074	0.999996571	0.752945508	38.9890676
GOTERM_MF_FAT	GO:0019001~guanyl nucleotide binding	9	4.761904762	0.036698752	"RANBP17, RAB31, RAB5B, GIMAP8, RHOA, RHOBTB2, RAB14, RALA, EHD2"	130	382	12983	2.352939992	0.999997765	0.72777884	40.00608815
GOTERM_MF_FAT	GO:0032561~guanyl ribonucleotide binding	9	4.761904762	0.036698752	"RANBP17, RAB31, RAB5B, GIMAP8, RHOA, RHOBTB2, RAB14, RALA, EHD2"	130	382	12983	2.352939992	0.999997765	0.72777884	40.00608815
GOTERM_BP_FAT	GO:0033674~positive regulation of kinase activity	7	3.703703704	0.037079788	"SPAG9, P2RX7, ADORA2A, PKHD1, EFNA1, PFKFB2, TGFB2"	145	231	13528	2.827168234	1	0.856421784	46.73307483
INTERPRO	IPR019143:JNK/Rab-associated protein-1	2	1.058201058	0.038803875	"RILP, SPAG9"	165	4	16659	50.48181818	0.999999694	0.776861129	42.17135662
SP_PIR_KEYWORDS	membrane	74	39.15343915	0.039234356	"CDIPT, LZTS1, CPT2, GYPE, ATP1B3, RAB5B, EFNA1, GYPA, AQP1, KCNJ11, HLA-DMA, TLR7, IL17RA, SLC35A4, LPHN2, C3ORF45, BAK1, SLC25A20, KCNQ5, ST6GALNAC3, SDPR, RHOA, RAPGEF6, RALA, STX6, RAMP3, BTNL9, LTBR, C1ORF210, FIBCD1, SIRPA, M6PR, MAN2A2, SLITRK1, RAB11FIP3, STXBP6, KRIT1, BACE1, CD300LG, RAB14, SORT1, VAMP3, LCP1, ITGA2B, PRF1, ADORA2A, PKHD1, RDX, FXYD6, APBB1IP, ITGAM, GPR4, PDE6A, TTYH2, CNR1, FAM189A1, PVRL2, SUCNR1, EHD2, LAPTM4B, TMEM223, RILP, C1ORF162, SCD, MARCH1, RAB31, P2RX7, LASS2, PECAM1, DENND4C, CYP2R1, TMEM41A, GGA2, SLC9A1"	189	6256	19235	1.203830566	0.999942633	0.704992757	40.42728041
GOTERM_BP_FAT	GO:0043933~macromolecular complex subunit organization	14	7.407407407	0.039502399	"RANBP17, REPS2, GRB2, PKHD1, YWHAB, ARID1A, HLA-DMA, TRIM4, TARBP2, SPAG9, KCNQ5, P2RX7, VAMP3, FANCC"	145	710	13528	1.839650316	1	0.865136028	48.92353554
INTERPRO	IPR018248:EF hand	5	2.645502646	0.039628817	"HPCAL1, ACTN4, TNNC1, FSTL5, LCP1"	165	130	16659	3.883216783	0.999999779	0.751716497	42.85440934
GOTERM_BP_FAT	GO:0002684~positive regulation of immune system process	7	3.703703704	0.041886311	"P2RX7, PVRL2, NOS2, C2, TLR7, HLA-DMA, TGFB2"	145	238	13528	2.744016227	1	0.872616085	50.9961286
GOTERM_BP_FAT	GO:0042268~regulation of cytolysis	2	1.058201058	0.041907897	"P2RX7, PF4"	145	4	13528	46.64827586	1	0.864551121	51.01452937
GOTERM_BP_FAT	GO:0051709~regulation of killing of cells of another organism	2	1.058201058	0.041907897	"P2RX7, NOS2"	145	4	13528	46.64827586	1	0.864551121	51.01452937
GOTERM_CC_FAT	GO:0044433~cytoplasmic vesicle part	6	3.174603175	0.042116226	"RILP, ACTN4, PECAM1, PF4, ITGA2B, TGFB2"	131	187	12782	3.130669062	0.999976795	0.447245683	42.78072121
GOTERM_CC_FAT	GO:0009898~internal side of plasma membrane	8	4.232804233	0.04247623	"PDE6A, RAB31, RAB5B, RHOA, RAB14, RALA, RDX, EHD2"	131	316	12782	2.470190357	0.999978861	0.432517853	43.05911032
PIR_SUPERFAMILY	PIRSF015759:lysosomal alpha-mannosidase	2	1.058201058	0.042578175	"MAN2A2, MAN2B2"	81	4	7396	45.65432099	0.987107642	0.886455482	38.30368411
PIR_SUPERFAMILY	PIRSF001740:crk transforming protein	2	1.058201058	0.042578175	"GRAP, GRB2"	81	4	7396	45.65432099	0.987107642	0.886455482	38.30368411
GOTERM_BP_FAT	GO:0043900~regulation of multi-organism process	3	1.587301587	0.042785958	"TARBP2, P2RX7, NOS2"	145	31	13528	9.028698554	1	0.86219543	51.75753684
GOTERM_BP_FAT	GO:0051347~positive regulation of transferase activity	7	3.703703704	0.043328619	"SPAG9, P2RX7, ADORA2A, PKHD1, EFNA1, PFKFB2, TGFB2"	145	240	13528	2.721149425	1	0.857762937	52.21142154
