Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_FAT	GO:0051056~regulation of small GTPase mediated signal transduction	14	4.778156996587031	1.6449145387251735E-4	FGD2, DAB2IP, ABR, MAP2K1, SIPA1, TRIO, MFN2, RASAL2, TBC1D25, SMAP1, GMIP, CRK, FGD3, FGD4	212	252	13528	3.5450733752620542	0.24941073346305687	0.24941073346305687	0.2779254386555685
GOTERM_MF_FAT	GO:0005096~GTPase activator activity	13	4.436860068259386	1.8744723179898697E-4	DAB2IP, ABR, SIPA1, TBC1D25, RASAL2, SMAP1, GMIP, STARD8, GRLF1, CHM, ALS2CL, SRGAP2, ARHGDIB	205	220	12983	3.742328159645233	0.08605337379400702	0.012772460156077803	0.26804740644700287
GOTERM_CC_FAT	GO:0005829~cytosol	38	12.969283276450511	2.642942712264446E-4	FGD2, PPP6C, SNX15, ABHD5, PPARG, EEA1, COMT, FES, ACSS2, PYDC1, MTHFR, TUBB, PDE4A, RPIA, FGD3, CABLES1, FGD4, DBNL, CCDC88A, ABR, MAP2K1, TRIO, GYG1, PRKD1, MFN2, CCND1, DGAT1, PSME1, PLCG1, ATP6V1E1, HEBP1, PGM1, EIF2S2, GRLF1, ALOX5, ERC1, CRK, DUSP7	198	1330	12782	1.844444444444444	0.07183042877707024	0.07183042877707024	0.3492778594045509
GOTERM_MF_FAT	GO:0008047~enzyme activator activity	16	5.460750853242321	2.6582629007562816E-4	DBNL, DAB2IP, ABR, SIPA1, RASAL2, TBC1D25, AGTR1, SMAP1, GMIP, STARD8, GRLF1, CHM, BTBD12, ALS2CL, SRGAP2, ARHGDIB	205	335	12983	3.02479796141245	0.1198065635434904	0.01582514317257655	0.3799302934084592
GOTERM_BP_FAT	GO:0010594~regulation of endothelial cell migration	5	1.7064846416382253	5.626270106077497E-4	PTPRM, ACVRL1, PDGFB, DLL4, VASH1	212	25	13528	12.762264150943398	0.6252505617275536	0.3878321812832314	0.9476115441407251
GOTERM_MF_FAT	GO:0017016~Ras GTPase binding	8	2.7303754266211606	5.660985398121726E-4	FMNL2, MAP2K1, DOCK9, CHM, EPOR, ERC1, ALS2CL, CDC42BPB	205	91	12983	5.567622621281158	0.23799658399731638	0.029748993285789394	0.8074771251744717
INTERPRO	IPR011993:Pleckstrin homology-type	14	4.778156996587031	7.408921544546201E-4	FGD2, DNM3, FERMT3, DOCK9, TRIO, PRKD1, TNS3, PLCG1, FAM109A, DOK6, RTKN2, SPRED1, FGD3, FGD4	253	303	16659	3.0423824991194772	0.31982605384624174	0.17527341127270657	1.06745731125103
GOTERM_BP_FAT	GO:0051336~regulation of hydrolase activity	15	5.1194539249146755	8.36689252412376E-4	TBC1D25, FGD2, AGTR1, MOAP1, MYL4, SMAP1, MAP2K1, GMIP, NMUR1, ABHD5, CHM, FURIN, FGD3, HIP1, FGD4	212	337	13528	2.840266502435474	0.7677165392550744	0.38528648349162653	1.406138027278736
SP_PIR_KEYWORDS	autophosphorylation	6	2.04778156996587	8.602136317894765E-4	PRKD1, PRKCQ, STK25, AXL, FES, CSF1R	293	49	19235	8.03858744863133	0.2394136707251593	0.08718485224836081	1.1535094131685075
GOTERM_BP_FAT	GO:0001558~regulation of cell growth	11	3.754266211604096	9.395065747438885E-4	AGTR1, PPP1R9B, PRKCQ, ADAM10, ACVRL1, FAM107A, SEMA4F, CXCL16, SIPA1, PPARG, ADIPOR2	212	194	13528	3.6181676716592106	0.8058782305580394	0.3362285627832755	1.5776433005958213
UP_SEQ_FEATURE	splice variant	141	48.122866894197955	0.0011011820739593578	TGOLN2, SEPT4, PPP2R5D, SYT6, LUZP1, SIDT2, SHKBP1, NLRC5, PPP1R1C, SLC25A23, PDE4A, OSCAR, STARD8, C15ORF52, LONRF3, SLC4A2, FAM53B, PID1, DBNL, DAB2IP, MDGA1, DTX3L, PTPRR, CORO6, UBE2J2, PIK3IP1, VASH2, IL11RA, TOX2, VASH1, TNS3, C14ORF109, PITPNM2, TRIM35, ZNF235, ANKRD13B, PGM1, ERC1, FGD2, CAMTA1, ATP5SL, SCN1A, MGAT5B, PPP2R3A, C13ORF1, ARPC5, IFI35, TAL1, SLC48A1, KIAA1486, RTKN2, FBXW2, RAD51L3, FCHO2, C11ORF57, FGD3, FGD4, ABR, C14ORF159, TAF5, GINS3, ZNF621, DOCK9, TRIO, PMF1, DOCK8, MYOZ3, UBP1, SHANK3, TBC1D25, ZFHX4, C1ORF116, PLCG1, NOTCH4, ATF7, BTBD12, MS4A14, ARID4A, HP1BP3, NPNT, FERMT3, PPARG, SYNJ1, ZYG11B, SMAP1, SLC24A4, FAM109A, TPP1, PCBP4, WWC3, ATG2A, QKI, CABLES1, ALS2CL, TMEM104, NOL6, FMNL2, KIAA1949, C1ORF144, CCDC88A, BATF2, CYYR1, SIGLEC11, MFN2, PRKCQ, ZDHHC17, KLHL18, PSEN1, SEMA4F, MAPRE2, PPM1M, TREM1, PPP6C, SNX15, SLC39A13, GPR64, TNFRSF8, COMT, ESYT3, C11ORF17, HIC2, FAM117B, NAGPA, FAM107A, COL6A6, A1CF, WIPF2, DNM3, LRSAM1, GIMAP6, NUB1, AXL, AFF2, GYG1, ANKRD44, SP2, GRLF1, EPOR, CRK, DUSP7, NCLN	293	7458	19113	1.2332694488452742	0.6351017643352506	0.6351017643352506	1.7063536900661425
GOTERM_BP_FAT	GO:0010596~negative regulation of endothelial cell migration	4	1.3651877133105803	0.0011992931571889085	PTPRM, ACVRL1, DLL4, VASH1	212	14	13528	18.231805929919133	0.8766614753283167	0.34200930835499876	2.009732639023609
PIR_SUPERFAMILY	PIRSF037335:FYVE, RhoGEF and PH domain containing protein(1-4)	3	1.023890784982935	0.0012208101493526012	FGD2, FGD3, FGD4	108	4	7396	51.36111111111111	0.15925001332050315	0.15925001332050315	1.43451125640508
GOTERM_BP_FAT	GO:0030334~regulation of cell migration	10	3.4129692832764507	0.0013391361428079687	PTPRM, ADAM10, ACVRL1, MAP2K1, PDGFB, CXCL16, DLL4, RRAS, FURIN, VASH1	212	169	13528	3.7758177961370993	0.9033847396455713	0.32260660958151877	2.2415865057836992
GOTERM_CC_FAT	GO:0044459~plasma membrane part	52	17.747440273037544	0.0013487737357282814	ACVRL1, FERMT3, SYT6, SLC7A6, SHKBP1, AGTR1, SMAP1, NMUR1, PDE4A, STARD8, RRAS, SLC4A2, PTPRM, MDGA1, IL11RA, PRKD1, STOM, PRKCQ, TNS3, THBD, PSEN1, SEMA4F, RAB17, PTAFR, CAV3, SCN1A, GPR64, NINJ2, DAG1, EEA1, ABCA1, COMT, RIMS3, TUBB, FCER1G, FUT1, SELPLG, CSF1R, TRPC3, SLC6A12, AXL, KCTD2, RAB7L1, ITPR3, SHANK3, PPP1R9B, BFAR, KCNJ8, ATP6V1E1, NOTCH4, EPOR, CDC42BPB	198	2203	12782	1.5237807030816564	0.3165562547993487	0.1732934346452477	1.7706956527613116
UP_SEQ_FEATURE	domain:C2	7	2.3890784982935154	0.0014085303485626536	RASAL2, PRKCQ, DAB2IP, ABR, PLCG1, WWC3, RIMS3	293	80	19113	5.7078071672354955	0.7246504184054864	0.4752623688027381	2.1777223890245723
SP_PIR_KEYWORDS	alternative splicing	140	47.781569965870304	0.0014633742443676693	TGOLN2, SEPT4, PPP2R5D, SYT6, LUZP1, SIDT2, SHKBP1, NLRC5, PPP1R1C, SLC25A23, PDE4A, OSCAR, STARD8, C15ORF52, LONRF3, SLC4A2, FAM53B, PID1, DBNL, DAB2IP, MDGA1, DTX3L, PTPRR, CORO6, UBE2J2, PIK3IP1, VASH2, IL11RA, TOX2, VASH1, TNS3, C14ORF109, PITPNM2, TRIM35, ZNF235, ANKRD13B, PGM1, ERC1, FGD2, CAMTA1, ATP5SL, SCN1A, MGAT5B, PPP2R3A, C13ORF1, ARPC5, IFI35, TAL1, SLC48A1, KIAA1486, RTKN2, FBXW2, RAD51L3, FCHO2, C11ORF57, FGD3, HIP1, FGD4, ABR, MAP2K1, C14ORF159, TAF5, GINS3, ZNF621, DOCK9, TRIO, DOCK8, PMF1, MYOZ3, UBP1, SHANK3, TBC1D25, ZFHX4, C1ORF116, PLCG1, NOTCH4, ATF7, BTBD12, MS4A14, ARID4A, HP1BP3, NPNT, FERMT3, PPARG, SYNJ1, ZYG11B, SMAP1, SLC24A4, FAM109A, TPP1, PCBP4, WWC3, ATG2A, QKI, CABLES1, ALS2CL, TMEM104, NOL6, FMNL2, KIAA1949, C1ORF144, CCDC88A, BATF2, CYYR1, SIGLEC11, MFN2, PRKCQ, ZDHHC17, KLHL18, PSEN1, SEMA4F, MAPRE2, PPM1M, TREM1, PPP6C, SNX15, SLC39A13, GPR64, ESYT3, C11ORF17, HIC2, FAM117B, NAGPA, FAM107A, COL6A6, A1CF, WIPF2, DNM3, LRSAM1, GIMAP6, NUB1, AXL, AFF2, GYG1, ANKRD44, SP2, GRLF1, EPOR, CRK, NCLN	293	7488	19235	1.2274018406697587	0.3723005658077039	0.10990177641270726	1.9549611569374181
GOTERM_BP_FAT	GO:0046847~filopodium assembly	4	1.3651877133105803	0.0014819642200808887	FGD2, DNM3, FGD3, FGD4	212	15	13528	17.01635220125786	0.9247141138034966	0.30891652310111284	2.477856658043165
GOTERM_BP_FAT	GO:0046578~regulation of Ras protein signal transduction	11	3.754266211604096	0.0017051742958480596	MFN2, TBC1D25, FGD2, SMAP1, ABR, MAP2K1, GMIP, TRIO, CRK, FGD3, FGD4	212	210	13528	3.3424977538185083	0.949022060670076	0.31067697607130074	2.846021274439847
GOTERM_BP_FAT	GO:0030035~microspike assembly	4	1.3651877133105803	0.0018031027099488207	FGD2, DNM3, FGD3, FGD4	212	16	13528	15.952830188679243	0.9570384421693084	0.29511218646158544	3.0071321640325333
GOTERM_BP_FAT	GO:0030336~negative regulation of cell migration	6	2.04778156996587	0.0019081720701313635	PTPRM, ACVRL1, PDGFB, DLL4, RRAS, VASH1	212	57	13528	6.716981132075472	0.9642437854842718	0.2833037148269978	3.1797117091381
GOTERM_BP_FAT	GO:0007242~intracellular signaling cascade	34	11.604095563139932	0.001998931604746312	SIPA1, ABCA1, AGTR1, GMIP, NMUR1, PCBP4, RRAS, SPRED1, FGD4, ARHGDIB, DBNL, ABR, MAP2K1, ADIPOR2, OXSR1, DAPK2, RAB7L1, SHANK3, PRKD1, PRKCQ, TNS3, CCND1, PLCG1, PSEN1, ARF3, RAB17, NOTCH4, EPOR, TREM1, ARL8B, ERC1, CRK, PTAFR, CDC42BPB	212	1256	13528	1.7273765172455233	0.9694877074854225	0.2718430729245792	3.3285543233402937
GOTERM_BP_FAT	GO:0006796~phosphate metabolic process	28	9.556313993174061	0.002482422794981242	PPP6C, ACVRL1, PPP2R3A, SYNJ1, FES, FGD4, CSF1R, DBNL, ADAM10, PTPRM, MAP2K1, STK25, PTPRR, NDUFC2, AXL, TRIO, OXSR1, DAPK2, PRKD1, PPM1F, PRKCQ, CCND1, PSEN1, ATP6V1E1, PPM1M, ERC1, DUSP7, CDC42BPB	212	973	13528	1.8362970001357404	0.9868945603816542	0.303179424097744	4.1178422294574135
GOTERM_BP_FAT	GO:0006793~phosphorus metabolic process	28	9.556313993174061	0.002482422794981242	PPP6C, ACVRL1, PPP2R3A, SYNJ1, FES, FGD4, CSF1R, DBNL, ADAM10, PTPRM, MAP2K1, STK25, PTPRR, NDUFC2, AXL, TRIO, OXSR1, DAPK2, PRKD1, PPM1F, PRKCQ, CCND1, PSEN1, ATP6V1E1, PPM1M, ERC1, DUSP7, CDC42BPB	212	973	13528	1.8362970001357404	0.9868945603816542	0.303179424097744	4.1178422294574135
SP_PIR_KEYWORDS	guanine-nucleotide releasing factor	8	2.7303754266211606	0.002504789198973361	FGD2, ABR, DOCK9, TRIO, EPOR, DOCK8, FGD3, FGD4	293	121	19235	4.340394324880828	0.5495563059726656	0.14743381719691284	3.3245987393177634
GOTERM_BP_FAT	GO:0040013~negative regulation of locomotion	6	2.04778156996587	0.00257847294803514	PTPRM, ACVRL1, PDGFB, DLL4, RRAS, VASH1	212	61	13528	6.276523352922982	0.9889205619708096	0.2927413183947778	4.273918166057966
GOTERM_MF_FAT	GO:0005088~Ras guanyl-nucleotide exchange factor activity	7	2.3890784982935154	0.0026022159419477617	FGD2, ABR, DOCK9, TRIO, EPOR, FGD3, FGD4	205	88	12983	5.037749445676275	0.7136932938596536	0.11756413264511623	3.6619110352264728
UP_SEQ_FEATURE	domain:PH 1	5	1.7064846416382253	0.0026172669294689736	FGD2, PLCG1, TRIO, FGD3, FGD4	293	38	19113	8.583168672534578	0.9090948509184618	0.550362185945911	4.011072186091214
GOTERM_BP_FAT	GO:0042127~regulation of cell proliferation	24	8.19112627986348	0.002757068830824301	TXNIP, ADAM10, ACVRL1, CCDC88A, PTPRM, PDGFB, PPARG, TNFRSF8, SKI, COMT, VASH2, VASH1, MFN2, AGTR1, PPP1R9B, TNS3, PRKCQ, CCND1, TRIM35, HLX, DHCR7, NOTCH4, RTKN2, AXIN2	212	787	13528	1.945961496967227	0.9918925241237949	0.29101884704475234	4.563490867319486
GOTERM_BP_FAT	GO:0030036~actin cytoskeleton organization	11	3.754266211604096	0.0029145291952388033	FGD2, PPP1R9B, FMNL2, PDGFB, TMSB10, ARPC5, CRK, FGD3, CDC42BPB, ARHGDIB, FGD4	212	226	13528	3.105860744698614	0.9938441998467892	0.28777212419320886	4.818110907983231
GOTERM_BP_FAT	GO:0051271~negative regulation of cell motion	6	2.04778156996587	0.002971025328443955	PTPRM, ACVRL1, PDGFB, DLL4, RRAS, VASH1	212	63	13528	6.077268643306379	0.9944234255504989	0.27698389860467154	4.909311626418644
GOTERM_BP_FAT	GO:0043087~regulation of GTPase activity	8	2.7303754266211606	0.003139193042815269	TBC1D25, FGD2, SMAP1, MAP2K1, GMIP, CHM, FGD3, FGD4	212	123	13528	4.150329805184844	0.9958446717208164	0.27570087398646537	5.180295445570826
GOTERM_BP_FAT	GO:0040012~regulation of locomotion	10	3.4129692832764507	0.0031929166781657576	PTPRM, ADAM10, ACVRL1, MAP2K1, PDGFB, CXCL16, DLL4, RRAS, FURIN, VASH1	212	192	13528	3.323506289308176	0.9962174445326774	0.2664452781673128	5.266711939167113
GOTERM_BP_FAT	GO:0051270~regulation of cell motion	10	3.4129692832764507	0.0033101672581633975	PTPRM, ADAM10, ACVRL1, MAP2K1, PDGFB, CXCL16, DLL4, RRAS, FURIN, VASH1	212	193	13528	3.3062860494672015	0.9969190199068002	0.26239180842056	5.455056639648048
SP_PIR_KEYWORDS	notch signaling pathway	5	1.7064846416382253	0.0033870373558388704	ADAM10, PSEN1, HEY1, DLL4, NOTCH4	293	41	19235	8.005910263880796	0.6600327739224339	0.16457748544290274	4.471022295590665
GOTERM_BP_FAT	GO:0007033~vacuole organization	5	1.7064846416382253	0.0033872353865448766	NAGPA, PSEN1, TPP1, ABCA1, CLN6	212	40	13528	7.976415094339623	0.9973077175132424	0.25611460638378714	5.578662562089798
GOTERM_CC_FAT	GO:0031226~intrinsic to plasma membrane	32	10.921501706484642	0.0034736789944980005	SCN1A, ACVRL1, GPR64, DAG1, NINJ2, ABCA1, SLC7A6, SHKBP1, AGTR1, NMUR1, FCER1G, FUT1, SELPLG, CSF1R, TRPC3, PTPRM, MDGA1, SLC6A12, AXL, KCTD2, ITPR3, IL11RA, PRKD1, STOM, BFAR, THBD, PSEN1, SEMA4F, KCNJ8, NOTCH4, EPOR, PTAFR	198	1215	12782	1.700228623685414	0.6251700399073903	0.2789842268729159	4.50160076955285
SP_PIR_KEYWORDS	cytoplasm	70	23.890784982935152	0.0035030561637192517	SEPT4, GNPDA1, PPP2R5D, PGD, SYNJ1, ACSS2, NLRC5, PPP1R1C, PCBP4, PDE4A, QKI, CABLES1, ALS2CL, PID1, KIAA1949, FMNL2, DBNL, DAB2IP, CCDC88A, STK25, DTX3L, PTPRR, TMSB10, DAPK2, KLHDC3, PRKD1, TRIM35, CCND3, PGM1, MAPRE2, ARL8B, EEFSEC, ERC1, FGD2, PPP6C, CAMTA1, SIPA1, ABHD5, DAG1, TNFRSF8, EEA1, ARPC5, COMT, PYDC1, A1CF, WIPF2, AXIN2, FGD3, HIP1, FGD4, ARHGDIB, TXNIP, DNM3, LRSAM1, GDE1, TRIO, MYOZ3, SHANK3, TRIM21, NMT2, PPP1R9B, C1ORF116, DCP1A, ARF3, HEBP1, GRLF1, ALOX5, CRK, DUSP7, CDC42BPB	293	3332	19235	1.3791694152063556	0.6723887482949613	0.14736031166342	4.620841125177111
GOTERM_BP_FAT	GO:0032535~regulation of cellular component size	12	4.09556313993174	0.0035486110814264846	CAV3, PPP1R9B, ADAM10, ACVRL1, PDGFB, SEMA4F, CXCL16, SIPA1, PPARG, ADIPOR2, TMSB10, ARPC5	212	271	13528	2.8255935389542577	0.9979701320872113	0.2556380242974243	5.8369930472289555
UP_SEQ_FEATURE	domain:PH	11	3.754266211604096	0.003607294649699073	PRKD1, RASAL2, DNM3, DAB2IP, ABR, FAM109A, DOK6, FERMT3, DOCK9, RTKN2, CDC42BPB	293	237	19113	3.027649371408822	0.9633610066270467	0.5624921162075511	5.4886847824909495
GOTERM_CC_FAT	GO:0042383~sarcolemma	6	2.04778156996587	0.0036839996571013684	CAV3, PRKCQ, SCN1A, KCNJ8, DAG1, ALOX5	198	67	12782	5.781094527363185	0.6468301751625871	0.22910381314661843	4.768049705884836
GOTERM_BP_FAT	GO:0007162~negative regulation of cell adhesion	5	1.7064846416382253	0.004410964669116137	ADAM10, ACVRL1, MAP2K1, SIPA1, ARHGDIB	212	43	13528	7.4199210179903465	0.9995515613178053	0.29562378114808086	7.206216032472746
GOTERM_CC_FAT	GO:0030027~lamellipodium	6	2.04778156996587	0.00444903556490092	FGD2, DBNL, PTPRM, CCDC88A, FGD3, FGD4	198	70	12782	5.533333333333333	0.7156152708269079	0.22235523200032492	5.731465052863893
GOTERM_BP_FAT	GO:0045792~negative regulation of cell size	7	2.3890784982935154	0.004513227731917091	CAV3, PPP1R9B, ACVRL1, SEMA4F, SIPA1, PPARG, ADIPOR2	212	99	13528	4.511911568515342	0.9996251125657389	0.2903582325991594	7.367338465522
GOTERM_BP_FAT	GO:0030029~actin filament-based process	11	3.754266211604096	0.004612035286567561	FGD2, PPP1R9B, FMNL2, PDGFB, TMSB10, ARPC5, CRK, FGD3, CDC42BPB, ARHGDIB, FGD4	212	241	13528	2.9125499099663354	0.9996847028296512	0.2853171898701544	7.522766442840744
GOTERM_CC_FAT	GO:0005887~integral to plasma membrane	31	10.580204778156997	0.0047002711890936156	SCN1A, ACVRL1, GPR64, DAG1, NINJ2, ABCA1, SLC7A6, SHKBP1, AGTR1, NMUR1, FCER1G, FUT1, SELPLG, CSF1R, TRPC3, PTPRM, SLC6A12, AXL, KCTD2, ITPR3, IL11RA, PRKD1, STOM, BFAR, THBD, PSEN1, SEMA4F, KCNJ8, NOTCH4, EPOR, PTAFR	198	1188	12782	1.6845304900860456	0.7351525609197949	0.1986308313591434	6.045877327746608
GOTERM_BP_FAT	GO:0008361~regulation of cell size	10	3.4129692832764507	0.005062702224882133	CAV3, PPP1R9B, ADAM10, ACVRL1, PDGFB, SEMA4F, CXCL16, SIPA1, PPARG, ADIPOR2	212	206	13528	3.0976369298406303	0.9998568730550285	0.29817496490462203	8.228575628658586
GOTERM_CC_FAT	GO:0031252~cell leading edge	8	2.7303754266211606	0.005512624110787041	FGD2, DBNL, PTPRM, CCDC88A, PDE4A, FGD3, CDC42BPB, FGD4	198	138	12782	3.7423510466988734	0.7896243768303656	0.19964058272518836	7.055884833671744
GOTERM_BP_FAT	GO:0032318~regulation of Ras GTPase activity	7	2.3890784982935154	0.005733636673091615	TBC1D25, FGD2, SMAP1, MAP2K1, GMIP, FGD3, FGD4	212	104	13528	4.294992743105951	0.9999558641883441	0.32002653382116486	9.269971654752052
GOTERM_MF_FAT	GO:0005089~Rho guanyl-nucleotide exchange factor activity	6	2.04778156996587	0.006112009039775737	FGD2, ABR, DOCK9, TRIO, FGD3, FGD4	205	74	12983	5.1350032959789065	0.94728032936949	0.2347282195347643	8.403644697836587
GOTERM_BP_FAT	GO:0007040~lysosome organization	4	1.3651877133105803	0.006680158260356729	NAGPA, TPP1, ABCA1, CLN6	212	25	13528	10.209811320754717	0.9999916168158903	0.35139825724156926	10.72022802776088
GOTERM_BP_FAT	GO:0045596~negative regulation of cell differentiation	10	3.4129692832764507	0.006845131098154232	CCND1, PSEN1, SEMA4F, HLX, PPARG, NOTCH4, SKI, ABCA1, AXIN2, C1QC	212	216	13528	2.954227812718379	0.999993725108262	0.3480711164778625	10.970755796378596
GOTERM_BP_FAT	GO:0010324~membrane invagination	10	3.4129692832764507	0.0076879602743072165	CORO1C, DNM3, DBNL, LRSAM1, CXCL16, SYNJ1, FCER1G, EEA1, ABCA1, HIP1	212	220	13528	2.900514579759863	0.999998572531173	0.3713146617401786	12.24038762483417
GOTERM_BP_FAT	GO:0006897~endocytosis	10	3.4129692832764507	0.0076879602743072165	CORO1C, DNM3, DBNL, LRSAM1, CXCL16, SYNJ1, FCER1G, EEA1, ABCA1, HIP1	212	220	13528	2.900514579759863	0.999998572531173	0.3713146617401786	12.24038762483417
GOTERM_CC_FAT	GO:0005794~Golgi apparatus	24	8.19112627986348	0.00802883022540931	FGD2, TGOLN2, CAV3, MGAT4A, ADAM10, CCDC88A, MGAT5B, MAP2K1, STK25, PTPRR, ABCA1, FURIN, NMT2, NAGPA, ZDHHC17, PSEN1, B3GALNT1, ARF3, ZFPL1, FUT1, ERC1, FGD3, HIP1, FGD4	198	872	12782	1.7767584097859328	0.8970249163990361	0.24735268068976746	10.120972342498513
GOTERM_MF_FAT	GO:0019901~protein kinase binding	8	2.7303754266211606	0.008548542173902576	CCND1, ADAM10, CCDC88A, MAP2K1, CCND3, PTPRR, SKI, AXIN2	205	147	12983	3.4466235274597645	0.9837707394534076	0.2906538307577152	11.566735199370392
